text,img,aspect,label
Kaisa Library in Helsinki . 1 . 5 million visitors every year . Beautiful piece of art and culture . Perfect atmosphere .,24881.jpg,Kaisa Library,2
Kaisa Library in Helsinki . 1 . 5 million visitors every year . Beautiful piece of art and culture . Perfect atmosphere .,24881.jpg,Helsinki,1
Great way to spend lunch - - Bob got another award !,1364981.jpg,Bob,2
Life of the Sea Bajau in Sabah . Beautiful photo by Alex Goh # MalaysiaTrulyAsia # MyFest2015 # VisitSabah # ttot,414467.jpg,Sea Bajau,2
Life of the Sea Bajau in Sabah . Beautiful photo by Alex Goh # MalaysiaTrulyAsia # MyFest2015 # VisitSabah # ttot,414467.jpg,Sabah,2
Life of the Sea Bajau in Sabah . Beautiful photo by Alex Goh # MalaysiaTrulyAsia # MyFest2015 # VisitSabah # ttot,414467.jpg,Alex Goh,2
RT @ faithomatic : Found dog at Gerrard and Carlaw . # Riverdale # DogsTO,1135540.jpg,Gerrard and Carlaw,1
RT @ JohnFugelsang : Spencer Tracy amp Hemingway . Good morning .,94207.jpg,Spencer Tracy,2
RT @ JohnFugelsang : Spencer Tracy amp Hemingway . Good morning .,94207.jpg,Hemingway,2
RT @ JohnsonCOIAGOP : @ millermeeks announcing # IA2 candidacy at Johnson Co GOP meeting,332783.jpg,# IA2,1
RT @ JohnsonCOIAGOP : @ millermeeks announcing # IA2 candidacy at Johnson Co GOP meeting,332783.jpg,Johnson Co GOP,1
NEW : # Lego Televisions and # Retro Creations by Chris McVeigh,1063599.jpg,# Lego Televisions,1
NEW : # Lego Televisions and # Retro Creations by Chris McVeigh,1063599.jpg,# Retro Creations,1
NEW : # Lego Televisions and # Retro Creations by Chris McVeigh,1063599.jpg,Chris McVeigh,1
Fred is still around . Expected to become post - tropical tomorrow . @ PIX11News,477410.jpg,Fred,0
@ canterburyasia U19 boys from the @ junglecrows looking very smart of to # Nagpur . # IndianRugby @ asianrugbyFU goodluck .,671610.jpg,U19,2
@ canterburyasia U19 boys from the @ junglecrows looking very smart of to # Nagpur . # IndianRugby @ asianrugbyFU goodluck .,671610.jpg,# Nagpur,1
Congrats to Rob Manfred on being named the next Commissioner of # MLB . I think he is an excellent choice .,886017.jpg,Rob Manfred,2
Congrats to Rob Manfred on being named the next Commissioner of # MLB . I think he is an excellent choice .,886017.jpg,# MLB,1
Rise and shine at Jerusalem City Hall,73702.jpg,Jerusalem City Hall,1
Desert Companion editor Andrew Kiraly is ready to pick some raffle winners !,1126676.jpg,Desert Companion,1
"Jo talks about her journey to 50 bringing humility , curiosity and laughter with her .",614975.jpg,Jo,1
# Writing is an obsessive - compulsive disorder . T Coraghessan Boyle # amwriting,735189.jpg,T Coraghessan Boyle,1
"RT @ thewonderwheel : Bill Murray as Han Solo ? Yes , please ! # SDCC",558375.jpg,Bill Murray,1
"RT @ thewonderwheel : Bill Murray as Han Solo ? Yes , please ! # SDCC",558375.jpg,Han Solo,1
"RT @ thewonderwheel : Bill Murray as Han Solo ? Yes , please ! # SDCC",558375.jpg,# SDCC,1
The American Bar Association today called for an end to life - without - parole sentences for kids Via @ theCFSY # EndJLWOP,178776.jpg,The American Bar Association,1
RT @ definebabe : India Summer @ MsIndiaSummer pics gallery from # AllGirlMassage # Babes # Lingerie,9763.jpg,India,1
When u too cheap for Disney,74866.jpg,Disney,1
"Joel Manby , Keynote Speaker . . . extraordinary !",1412668.jpg,Joel Manby,2
"RT @ Sustainable2050 : 100 wind ( dark blue ) and solar ( yellow ) electricity for Denmark , yesterday !",48396.jpg,Denmark,1
Filppula evens the score at 1 - 1 against Corey Crawford in the second period . # Blackhawks,70861.jpg,Filppula,2
Filppula evens the score at 1 - 1 against Corey Crawford in the second period . # Blackhawks,70861.jpg,Corey Crawford,1
RT @ ComplexMag : Kanye West will receive the Video Vanguard Award at the 2015 MTV VMAs :,40674.jpg,Kanye West,2
RT @ ComplexMag : Kanye West will receive the Video Vanguard Award at the 2015 MTV VMAs :,40674.jpg,Video Vanguard Award,1
RT @ ComplexMag : Kanye West will receive the Video Vanguard Award at the 2015 MTV VMAs :,40674.jpg,MTV VMAs,1
RT @ dysondoc : The new Enid Blyton book is a bit dark .,115111.jpg,Enid Blyton,0
"All # artists , if they are to survive , are forced , at last , to tell the whole story to vomit the anguish up . Baldwin",735890.jpg,Baldwin,1
Goal Rapids . Gabby Torres puts the burgundy 1 - 0 up on 84 minutes ! ! !,1794386.jpg,Gabby Torres,2
RT @ r ssewa : President of Mexico - should continue with globalisation of solidarity - # gpedc # GPHLM @ CSOPartnership,32653.jpg,Mexico,1
RT @ NLNavyNews : Parade and naval review in Scheveningen for the 40th jubilee of reign of Queen Wilhelmina # OTD 1938 @ koninklijkhuis,71966.jpg,Scheveningen,1
RT @ NLNavyNews : Parade and naval review in Scheveningen for the 40th jubilee of reign of Queen Wilhelmina # OTD 1938 @ koninklijkhuis,71966.jpg,Queen Wilhelmina,1
# Botswana capitalized on resource extraction with genuine savings # businesshumanitarianforum,167617.jpg,# Botswana,1
Why not Herbalife 914 258 2496,74235.jpg,Herbalife,1
RT @ darrenrovell : Huge Roger Federer champagne ad in Times Square,20136.jpg,Roger Federer,2
RT @ darrenrovell : Huge Roger Federer champagne ad in Times Square,20136.jpg,Times Square,1
RT @ Mr BQC : Caribbeans will understand the amount of greatness in these pictures,712218.jpg,Caribbeans,2
@ Independent : Madonna likens jokes about her age to racism : lt - - # disnigga lt - # HerWordNotMine,67779.jpg,Madonna,2
RT @ davidcommon : RIP Cpl Nathan Cirillo,110312.jpg,Cpl Nathan Cirillo,0
"Why @ Amnesty International adopted a policy on treatment of sex - workers yesterday in Dublin , Ire . # HumanRights",127314.jpg,Dublin,1
Rehearsal for Southview Naturalization Ceremony tomorrow SVMS Dare2BReal @ lakesmpls @ elimickelson amp @ Juliebascom,196587.jpg,Southview Naturalization Ceremony,1
RT @ cnni : May the force be with ANA ' s awesome new Star Wars airplane :,73013.jpg,ANA,2
RT @ cnni : May the force be with ANA ' s awesome new Star Wars airplane :,73013.jpg,Star Wars,2
RT @ EasterEggsTV : If Breaking Bad had been set in the U . K .,1038040.jpg,Breaking Bad,1
RT @ nytimes : California mandates vaccines for schoolchildren,65561.jpg,California,1
RT @ drfc official : WHO ARE YA ? : Richie Wellens slots home the winning penalty against @ LUFC . # DRFC,129009.jpg,YA,1
RT @ drfc official : WHO ARE YA ? : Richie Wellens slots home the winning penalty against @ LUFC . # DRFC,129009.jpg,Richie Wellens,2
RT @ drfc official : WHO ARE YA ? : Richie Wellens slots home the winning penalty against @ LUFC . # DRFC,129009.jpg,# DRFC,2
Interesting fishing photography by Matt Kalinowski,1994196.jpg,Matt Kalinowski,2
"A sunny , gorgeous day , nil winds , big smiles for Bearski on 47th Birthday . Come celebrate w us ! 25 off passes .",1295228.jpg,Bearski,2
# Breaking Possible break in the # FreewayShootings case . DPS says one person being questioned . @ 960ThePatriot News,592276.jpg,DPS,1
RT @ HockeyAlberta : Team Alberta Male Honourary Captain Joe Colborne speaking to the players in attendance ! # CWG,810107.jpg,Team Alberta Male Honourary,1
RT @ HockeyAlberta : Team Alberta Male Honourary Captain Joe Colborne speaking to the players in attendance ! # CWG,810107.jpg,Joe Colborne,1
RT @ HockeyAlberta : Team Alberta Male Honourary Captain Joe Colborne speaking to the players in attendance ! # CWG,810107.jpg,# CWG,1
"Happy 4th , Marin ! Photos from Corte Madera - Larkspur Patade # 4thofjuly # Marin # marclevine",415582.jpg,Marin,2
"Happy 4th , Marin ! Photos from Corte Madera - Larkspur Patade # 4thofjuly # Marin # marclevine",415582.jpg,Corte Madera - Larkspur Patade,1
"Happy 4th , Marin ! Photos from Corte Madera - Larkspur Patade # 4thofjuly # Marin # marclevine",415582.jpg,# Marin,1
RT @ TheWorldStories : R . I . P Robin Williams,110342.jpg,Robin Williams,0
RT @ VeraWangGang : My adorable daughter Cecilia in her first bikini ! xx Vera # tbt,402407.jpg,Cecilia,2
RT @ SoSoGay : UKIP at Pride in London : An open letter,115137.jpg,UKIP,2
RT @ SoSoGay : UKIP at Pride in London : An open letter,115137.jpg,London,1
RT @ businessinsider : News Corp is gearing up for a major expansion in Asia,33901.jpg,News Corp,1
RT @ businessinsider : News Corp is gearing up for a major expansion in Asia,33901.jpg,Asia,1
"RT @ sesamestreet : We mourn the loss of our friend Robin Williams , who always made us laugh and smile .",129457.jpg,Robin Williams,0
RT @ SoSoGay : You Should Know About : I Am Cait,114751.jpg,Cait,1
"RT @ WorIdView : Baby Turtle Swimming , Florida",73358.jpg,Florida,1
RT @ journalismnews : Interesting infographic from @ magvault based on research into digital magazines in the UK :,571539.jpg,UK,1
RT @ SportsNation : BREAKING : LeBron James has opted out of his contract with the Miami Heat . NBA teams are going nuts .,1302746.jpg,LeBron James,2
RT @ SportsNation : BREAKING : LeBron James has opted out of his contract with the Miami Heat . NBA teams are going nuts .,1302746.jpg,Miami Heat,0
RT @ SportsNation : BREAKING : LeBron James has opted out of his contract with the Miami Heat . NBA teams are going nuts .,1302746.jpg,NBA,1
RT @ ThislsAmazing : Bombing of Romania in World War II,1687232.jpg,Romania,0
RT @ ThislsAmazing : Bombing of Romania in World War II,1687232.jpg,World War II,0
RT @ SportsTalkwBo : Love that Martrell Spaight showed up at post game presser in uniform . Wants to keep his jersey .,933788.jpg,Martrell Spaight,2
RT @ 5SOS : Ashton Irwin,521802.jpg,Ashton Irwin,1
"RT @ WizardWeather : The village of Chenonceaux , in the Loire Valley of southern France",625870.jpg,Chenonceaux,1
"RT @ WizardWeather : The village of Chenonceaux , in the Loire Valley of southern France",625870.jpg,Loire Valley,1
"RT @ WizardWeather : The village of Chenonceaux , in the Loire Valley of southern France",625870.jpg,France,1
RT @ TheFunnyTeens : My mood is either Vanessa Hudgens or her boyfriend,36852.jpg,Vanessa Hudgens,2
RT @ thepopularapps : # Popular # App : Knowledge 2 . 0 by Alexander Gross,1003283.jpg,Alexander Gross,1
RT @ ChiTribPhoto : A member of the audience shouts at Mayor Rahm Emanuel during a public hearing of the city budget # Chicago # mayor,70414.jpg,Mayor Rahm Emanuel,0
RT @ ChiTribPhoto : A member of the audience shouts at Mayor Rahm Emanuel during a public hearing of the city budget # Chicago # mayor,70414.jpg,# mayor,1
RT @ northcoastevent : # Aurora off the North Coast early this morning Copyright Joe Beattie @ DiscoverIreland @ DiscoverNI # NorthernLights h . . .,802994.jpg,# Aurora,1
RT @ northcoastevent : # Aurora off the North Coast early this morning Copyright Joe Beattie @ DiscoverIreland @ DiscoverNI # NorthernLights h . . .,802994.jpg,North Coast,1
RT @ northcoastevent : # Aurora off the North Coast early this morning Copyright Joe Beattie @ DiscoverIreland @ DiscoverNI # NorthernLights h . . .,802994.jpg,Joe Beattie,1
"Four generations of Hayes lived on this block where Anthony , 27 , was killed . # NextDayChi :",71453.jpg,Anthony,0
RT @ CoachellaFSHN : Lauren Phillips,67574.jpg,Lauren Phillips,1
RT @ Northernjournal : NWT Elders Parliament votes for freeze on fracking - Northern Journal -,727561.jpg,NWT,1
RT @ Northernjournal : NWT Elders Parliament votes for freeze on fracking - Northern Journal -,727561.jpg,Elders Parliament,1
RT @ Northernjournal : NWT Elders Parliament votes for freeze on fracking - Northern Journal -,727561.jpg,Northern Journal,1
"@ Noahswater now accusing folks of lying . In other news , Lance Armstrong loves his new job in their PR dept ! !",7559.jpg,Lance Armstrong,2
Cliffs of the Negev,73753.jpg,Negev,1
"Looking forward to 24 Hours of Television by Matthew Day Jackson , David Tompkins , Joseph Hung , amp . ( Sleeper Films ) .",917304.jpg,Matthew Day Jackson,2
"Looking forward to 24 Hours of Television by Matthew Day Jackson , David Tompkins , Joseph Hung , amp . ( Sleeper Films ) .",917304.jpg,David Tompkins,2
"Looking forward to 24 Hours of Television by Matthew Day Jackson , David Tompkins , Joseph Hung , amp . ( Sleeper Films ) .",917304.jpg,Joseph Hung,2
RT @ travel : Caribbean Beach,528364.jpg,Caribbean Beach,1
RT @ wgdunlop : Iraq tourism ministry statement saying it has eased entry procedures for tourist groups .,113.jpg,Iraq,1
RT @ 90sfootball : Gheorghe Hagi playing for both Real Madrid and Barcelona in the 90s .,90115.jpg,Gheorghe Hagi,1
RT @ 90sfootball : Gheorghe Hagi playing for both Real Madrid and Barcelona in the 90s .,90115.jpg,Real Madrid,1
New shop serves up Hong Kong waffles amp ice cream via @ blogto,492228.jpg,Hong Kong,1
"RT @ drkent : Tower Bridge , London by Deirdre Hayes @ Cynthiapoet @ DrEdwardG @ DonRamer @ Akanshagautam # WeAreAlive",1819677.jpg,Tower Bridge,1
"RT @ drkent : Tower Bridge , London by Deirdre Hayes @ Cynthiapoet @ DrEdwardG @ DonRamer @ Akanshagautam # WeAreAlive",1819677.jpg,London,1
"RT @ drkent : Tower Bridge , London by Deirdre Hayes @ Cynthiapoet @ DrEdwardG @ DonRamer @ Akanshagautam # WeAreAlive",1819677.jpg,Deirdre Hayes,1
RT @ EASPORTSNBA : The @ Raptors should probably wear those @ Drake alternates in Philly this season . . . # JustSaying,134113.jpg,Philly,1
RT @ KardashianReact : I am literally Kourtney K,1002711.jpg,Kourtney K,2
Incoming Chicago Archbishop Blase Cupich speaks at Holy Name Cathedral,72449.jpg,Chicago,1
Incoming Chicago Archbishop Blase Cupich speaks at Holy Name Cathedral,72449.jpg,Archbishop Blase Cupich,1
Incoming Chicago Archbishop Blase Cupich speaks at Holy Name Cathedral,72449.jpg,Holy Name Cathedral,1
RT @ DaveThomasStyle : GENTLEMAN - David Thomas X JBH featured in @ FlauntMagazine @ LoveGoldLive @ morrisonsall @ JonathanValdez @ JasonofBH . . .,1059975.jpg,David Thomas,2
RT @ DaveThomasStyle : GENTLEMAN - David Thomas X JBH featured in @ FlauntMagazine @ LoveGoldLive @ morrisonsall @ JonathanValdez @ JasonofBH . . .,1059975.jpg,JBH,2
RT @ barstoolsports : Live Look at Belichick,521875.jpg,Belichick,1
RT @ SMTOWNGLOBAL : SMTOWN BANGKOK KRIS amp SU HO amp U - Know right before show time ! The show will begin soon !,769533.jpg,BANGKOK,2
RT @ SMTOWNGLOBAL : SMTOWN BANGKOK KRIS amp SU HO amp U - Know right before show time ! The show will begin soon !,769533.jpg,KRIS,2
RT @ SMTOWNGLOBAL : SMTOWN BANGKOK KRIS amp SU HO amp U - Know right before show time ! The show will begin soon !,769533.jpg,SU HO,2
RT @ SMTOWNGLOBAL : SMTOWN BANGKOK KRIS amp SU HO amp U - Know right before show time ! The show will begin soon !,769533.jpg,U - Know,2
Severe t - storm warning in effect for Morris and Somerset Counties through 4pm . 60 mph gusts possible . @ PIX11News,478434.jpg,Morris,0
Severe t - storm warning in effect for Morris and Somerset Counties through 4pm . 60 mph gusts possible . @ PIX11News,478434.jpg,Somerset,0
Studying at the Library of Congress gt studying at the UGL # DCperks # senioritis # BeautifulCity # history,878110.jpg,Library of Congress,2
Studying at the Library of Congress gt studying at the UGL # DCperks # senioritis # BeautifulCity # history,878110.jpg,UGL,2
RT @ Whataburger : Honey BBQ Chicken Strip sandwich is as close to perfect as food gets,15196.jpg,Honey BBQ Chicken Strip,2
RT @ PaddyBriggs : Brilliant - sign at Stamford Bridge .,516925.jpg,Stamford Bridge,2
"Photo from @ GeorgesMalaika School for Girls , DR Congo : # tbt",469236.jpg,DR Congo,1
RT @ GolfyReseau : # Golfy When you see it . . .,693696.jpg,# Golfy,1
RT @ TMZ : Huge Muslim organization offers sensitivity training to # NFL after prayer penalty,117304.jpg,# NFL,1
"RT @ PzFeed : JUST IN : NYPD offers 5 , 000 reward for suspect who painted white American Flags atop Brooklyn Bridge .",2130668.jpg,Brooklyn Bridge,1
RT @ citizentvkenya : President Kenyatta and First Lady Margaret Kenyatta arrive for # NyaathasBeatification,1038311.jpg,President Kenyatta,1
RT @ citizentvkenya : President Kenyatta and First Lady Margaret Kenyatta arrive for # NyaathasBeatification,1038311.jpg,Margaret Kenyatta,1
"RT @ clarissGn : Morning light , Budapest , 1931 . By Imre kinszki .",829167.jpg,Budapest,1
"RT @ clarissGn : Morning light , Budapest , 1931 . By Imre kinszki .",829167.jpg,Imre kinszki,1
RT @ jamesdenselow : Martti Ahtisaari Nobel Prize Winner @ TheElders is # WithSyria,656280.jpg,Nobel Prize,1
RT @ SoSoGay : Shame in Turkey as police clear Pride with tear gas and water cannon,115870.jpg,Turkey,0
British Library # London,13305.jpg,British Library,1
British Library # London,13305.jpg,# London,1
"In what we think of as bad dialogue , the characters talk directly to each other . Diane Johnson # amwriting # writing",736917.jpg,Diane Johnson,1
RT @ MediaEasterEggs : The voice actors of Mickey Mouse and Minnie Mouse from the 1930s got married in real life,71504.jpg,Mickey Mouse,1
RT @ MediaEasterEggs : The voice actors of Mickey Mouse and Minnie Mouse from the 1930s got married in real life,71504.jpg,Minnie Mouse,1
Amazon Comments .,230557.jpg,Amazon,1
RT @ HistoryInPix : Johnny Depp during high school,1463970.jpg,Johnny Depp,1
RT @ lionsofficial : The @ lionsofficial squad who will do battle in Hong Kong amp Australia . Go Lions ! # lionstour,90371.jpg,Hong Kong,1
RT @ lionsofficial : The @ lionsofficial squad who will do battle in Hong Kong amp Australia . Go Lions ! # lionstour,90371.jpg,Australia,1
